"Age","Elo","OppElo","Mean_CP","Std_CP","Time","WL","WhiteWL","Name"
17,2637,2434,18.9787234042553,28.5744560309608,9,0,1,"niemann"
17,2637,2542,49.2702702702703,68.7704105656595,9,1,1,"niemann"
17,2637,2465,10.8965517241379,13.2701190316176,9,1,0,"niemann"
17,2637,2362,24.0892857142857,45.5676427406012,9,1,1,"niemann"
17,2637,2419,12.0555555555556,17.7392936635746,9,0,1,"niemann"
17,2637,2422,46.2307692307692,72.6312922601864,9,1,1,"niemann"
17,2637,2519,22.5714285714286,43.4242313178508,9,0,1,"niemann"
17,2637,2533,17.1525423728814,32.0058257408855,9,1,1,"niemann"
17,2637,2652,14.6,22.5164267521339,9,0,0,"niemann"
17,2637,2628,46.2121212121212,179.63320182671,9,1,1,"niemann"
17,2637,2609,15.1764705882353,16.6177535371157,9,0,0,"niemann"
17,2637,2579,61.48,214.29576912918,9,1,0,"niemann"
17,2637,2574,18,17.0744974022213,9,1,1,"niemann"
17,2637,2536,20.8089887640449,48.1684724323471,9,0,0,"niemann"
17,2637,2626,20.3396226415094,31.5185802322196,9,1,1,"niemann"
17,2637,2698,20.2962962962963,30.5253557639272,9,1,0,"niemann"
17,2637,2693,13.4074074074074,12.8460088362083,9,1,1,"niemann"
17,2637,2675,29.5789473684211,56.0847002208447,9,0,0,"niemann"
17,2637,2690,16.1666666666667,16.2236146946007,9,1,1,"niemann"
17,2637,2693,22.775,38.5203825499549,9,0,0,"niemann"
17,2637,2656,24.1641791044776,42.9508517624383,9,0,0,"niemann"
17,2637,2714,17.2093023255814,28.5561753304195,9,1,1,"niemann"
17,2642,2628,18.5344827586207,23.5135015467906,9,1,0,"niemann"
17,2642,2670,6.16216216216216,8.48696226741515,9,1,1,"niemann"
17,2656,2572,5.98333333333333,8.55191854114989,9,0,0,"niemann"
17,2656,2454,9.53846153846154,13.2627467927533,9,0,0,"niemann"
17,2656,2536,25.047619047619,49.4728072048614,9,0,0,"niemann"
17,2656,2581,39.6451612903226,65.0925230663229,9,1,1,"niemann"
17,2656,2616,18.625,33.578504395622,9,0,1,"niemann"
17,2656,2539,7.22222222222222,9.52623778567417,9,1,1,"niemann"
17,2656,2671,24.9107142857143,33.1877725488356,9,0,0,"niemann"
17,2656,2690,47.2222222222222,107.711080059931,9,1,1,"niemann"
17,2656,2624,22.6333333333333,52.8586164530754,9,1,0,"niemann"
17,2678,2661,19.0322580645161,31.2532492934391,9,1,1,"niemann"
